,Nome,Numero de Falas,Numero de Palavras Faladas,Numero de Caracteres Falados,Media de Caracteres por Fala,Media de Palavras por Fala
0,Adriana Alves Pereira Wilken,5,600,2415,483.0,120.0
1,João Carlos de Melo,3,1621,10108,3369.3333333333335,540.3333333333334
2,Lúcio Guerra Júnior,13,6461,11108,854.4615384615385,497.0
3,Yuri Rafael de Oliveira Trovão,14,9709,11255,803.9285714285714,693.5
