,Nome,Numero de Falas,Numero de Palavras Faladas,Numero de Caracteres Falados,Media de Caracteres por Fala,Media de Palavras por Fala
0,João Carlos de Melo,2,1200,8003,4001.5,600.0
1,Lúcio Guerra Júnior,8,18507,29936,3742.0,2313.375
2,Luiz Henrique Passos Rezende,18,2547,5438,302.1111111111111,141.5
3,Newton Reis de Oliveira Luz,3,958,4663,1554.3333333333333,319.3333333333333
4,Selma Maria de Oliveira Cabaleiro,2,222,1432,716.0,111.0
5,Yuri Rafael de Oliveira Trovão,10,1372,2790,279.0,137.2
